Ticker,Date,Trade Date,Next250dayReturn,Next250dayReturn^NZ50,BeatIndex,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Cash Flows from Used in Operating Activities Direct,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Free Cash Flow,Repurchase of Capital Stock,Preferred Stock Equity,Capital Lease Obligations,Operating Cash Flow,Other Non Operating Income Expenses,Credit Losses Provision,Non Interest Expense,Special Income Charges,Diluted NI Available to Com Stockholders,Total Expenses,Prev250dayReturn^GSPC,Prev250dayReturn^DJI,Prev250dayReturn^VIX
ABA.NZ,31/05/2017,31/05/2017,0.06414639970547897,0.1613203898115212,False,233532,34711,198821,178521,20300,-5087,871,16084,4954,10879,0,0,22251,22251,10879,10936,161,5248,-5087,34711,10226,10879,-83,-83,31641,0,-25.5647,273728,155169,118559,228209,117558,-80543,-9720,228209,-80543,110651,103596,22297,22297,22452,-6539,-13250,7055,4354,5263,-11254,1563,34880,-41988,11198,0,0,0,0,0,0,0,0,0,0,0.1506294971884583,0.17594462654314702,-0.3887258116451301
OCA.NZ,31/05/2017,31/05/2017,0.2312022696824425,0.1613203898115212,True,163433,0,163433,151265,12169,-19029,51937,45077,2401,42676,0,0,360868,360868,42676,47509,126.4619,19156,-19029,0,7522,42676,-5105,-5105,76859,0,-271.907,873066,428117,444949,444949,444949,428734,-407044,529387,428734,90560,74110,610255,610255,37010,-77071,46487,10327,0,16455,-31856,190168,137866,-271393,5154,-10155,0,6122,0,0,0,0,0,0,0,0.1506294971884583,0.17594462654314702,-0.3887258116451301
ABA.NZ,31/05/2018,31/05/2018,-0.521229554678661,0.1798518958956199,False,250210,36881,213329,191329,22000,-4502,-1386,16112,5789,12598,0,0,24727,24727,12598,10927,197,4699,-4502,36881,10011,10078,-1325,-1325,32147,0,-476.0691,306601,147613,158988,256238,158951,-76920,-17446,256238,-76920,97287,94210,25866,25866,29541,-44122,10459,3077,4802,4693,-16323,34873,68936,-84268,13218,0,0,0,0,0,0,0,0,0,0,0.11355942814940856,0.14975604412644805,0.34642236071674026
OCA.NZ,31/05/2018,31/05/2018,0.0538624104263874,0.1798518958956199,False,166218,0,166218,139796,26422,-2566,46192,70048,-1012,71060,0,0,604359,604359,71060,70238,152.3264,2718,-2566,0,8156,71060,1142,1142,79780,0,319.7563,1059042,563199,495843,646965,495843,479781,-322601,646965,479781,156515,134239,610255,610255,75914,-121299,52242,16883,0,2389,-30824,0,110587,-46592,45090,0,0,5392,0,0,0,0,0,0,0,0.11355942814940856,0.14975604412644805,0.34642236071674026
ABA.NZ,31/05/2019,31/05/2019,-0.3942983030224819,0.06628392998161736,False,279252,41852,237400,217100,20300,-5866,-2298,12136,4475,7618,0,0,0,0,7618,9430,92,5958,-5866,41852,11764,7618,-2871,-2871,32729,0,-1059,344820,190101,154719,292406,154673,-107474,-8447,292406,-107474,137733,134601,26187,26187,19237,-54366,35204,3132,5420,5967,-18610,0,70201,-27858,627,0,0,0,0,0,0,0,0,0,0,-0.012483642048690902,-0.019971438299306032,0.5162073624892847
OCA.NZ,31/05/2019,31/05/2019,-0.25301798753339266,0.06628392998161736,False,176061,0,176061,173822,2239,-2685,30991,29939,-12783,42722,0,0,604367,604367,42722,53018,136.5348,2822,-2685,0,8987,42722,-14300,-14300,56048,0,-4004,1317659,743385,574274,823466,574274,566112,-414113,823466,566112,254387,227759,610255,610255,84106,-144797,64903,21433,0,2967,-68639,1220,169856,-79427,15467,1220,0,5195,0,0,0,0,0,0,0,-0.012483642048690902,-0.019971438299306032,0.5162073624892847
AFC.NZ,31/03/2017,31/03/2017,-0.5,0.19613081072976102,False,12741,11264,1477,2771,-1294,-74.055,43.997,-1324,0,-896.704,0,0,3664253,3664253,-896.704,-896.704,2.78,76.835,-74.055,11264,151.499,-896.704,0,0,-1247,0,0,6704,1717,4987,3973,3973,3803,2826,3973,3803,0,0,3664253,3664253,-404.316,-525.85,1060,777.841,0.59,76.835,-525.85,3450,1263,-3631,-930.166,-21.728,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
AFT.NZ,31/03/2017,31/03/2017,-0.02641515816687967,0.19613081072976102,False,63057,39458,23598,39308,-15710,-3225,2195,-16740,52.968,-16793,0,0,97112,97112,-16793,-16793,316.895,3542,-3225,39458,0,-16793,0,0,-13198,0,0,53179,35398,17781,39174,9448,15454,35365,30842,7121,21394,6800,96835,96835,-17408,-1459,8258,14594,-14.6119,2624,-111.4155,8332,0,0,-17520,-74.8858,8332,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
AOR.NZ,31/03/2017,31/03/2017,0.0,0.19613081072976102,False,60,0,60,1006,-1006,3,85,-918,0,-918,-0.0041,-0.0041,228.804,228.804,-918,-918,3,0,3,0,0,-918,0,0,-1006,0,0,814,373,441,476,441,441,-153,476,441,35,0,1210527,1210527,-660,82,467,56,-1,0,0,432,35,0,-660,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
APL.NZ,31/03/2017,31/03/2017,0.07127348889149121,0.19613081072976102,False,17152,5003,12149,2885,9264,-2726,-2315,4223,1150,3073,0,0,161920,161920,3073,3136,69,2795,-2726,5003,0,3073,-87,-87,7105,0,-23.6917,182349,65276,117073,175573,117073,117073,223,175573,117073,58500,56470,161920,161920,4144,-9924,4709,2030,1055,2794,-584,0,0,10500,3560,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
ARG.NZ,31/03/2017,31/03/2017,0.11050165020467628,0.19613081072976102,False,124929,24177,100752,9328,91424,-25832,54829,120421,16044,104377,0,0,816693,816693,104377,104377,48,25880,-25832,24177,0,104377,0,0,146301,0,0,0,0,0,528795,0,0,0,528795,0,528795,527827,822928,822928,56769,-43259,-13672,968,11801,25326,0,0,89488,-63471,56769,-42,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
ARV.NZ,31/03/2017,31/03/2017,-0.0173519222734545,0.19613081072976102,False,85735,0,85735,85292,443,-1297,58957,58103,4435,53668,0,0,313736,316355,53668,53668,0,1297,-1297,0,3428,53668,0,0,62828,0,0,794902,423350,371552,735946,371552,321012,-4661,735946,321012,364394,363095,347177,347177,39746,-108588,68346,1299,1145,5848,-23294,41795,133180,-91218,16452,-2199,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
AUG.NZ,31/03/2017,31/03/2017,0.12280961942137436,0.19613081072976102,False,22179,3668,18511,9705,8806,-2164,5274,11916,1990,9926,0,0,98100,98100,9926,9926,273,2437,-2164,3668,171,9926,0,0,14524,0,0,134751,49361,85390,120390,85390,69855,96370,120390,69855,35000,28921,87529,87529,7002,12533,-18606,6079,2017,2531,-1096,0,18500,-32400,5906,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
AWF.NZ,31/03/2017,31/03/2017,-0.2511536409365298,0.19613081072976102,False,256428,2844,253584,243133,10451,-1191,-705,8555,2688,5867,0,0,32414,32594,5867,6171,2,1193,-1191,2844,3003,5867,-443,-443,13194,0,-139.1916,107040,70105,36935,70435,36935,-19999,13270,70543,-19999,33608,32383,32463,32463,7626,-12853,7214,1117,2543,1193,-3136,0,33500,-21000,4490,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
BFG.NZ,31/03/2017,31/03/2017,-0.33884298619852027,0.19613081072976102,False,16654,5782,10872,15373,-4501,119.535,5496,1114,225.55,888.948,0,0,59634,59634,888.948,920.202,126.453,6.918,119.535,5782,701.639,888.948,-39.184,-39.184,1862,0,-7.93,16151,2519,13632,13632,13632,11208,7871,13632,11208,0,0,59634,59634,2580,-2254,0,6413,107.015,6.918,-1010,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
BGI.NZ,31/03/2017,31/03/2017,-0.36363634054572114,0.19613081072976102,False,0,0,0,398,-398,0,0,-398,0,-398,0,0,125958,125958,-398,-398,0,0,0,0,0,-398,0,0,-398,0,0,241,633,-392,-392,-392,-392,-306,-152,-392,240,81,125958,125958,-205,0,240,159,0,0,0,0,240,0,-205,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
BLT.NZ,31/03/2017,31/03/2017,-0.5135135407252758,0.19613081072976102,False,6536,0,6536,6571,-35,4,7,-24,0,-24,0,0,1106704,1106704,-24,-24,4,0,4,0,0,-24,0,0,-35,0,0,4500,483,4017,4017,4017,2898,2253,4017,2898,0,0,1107654,1107654,244,-315,0,1140,0,0,-315,0,0,0,-71,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
CGF.NZ,31/03/2017,31/03/2017,0.24999998137354873,0.19613081072976102,True,5340,1250,4090,6609,-2519,-564,-453,-3536,16,-12179,0,0,416596,416596,-12179,-3552,0,564,-564,1250,166,-3552,0,0,-2806,0,0,13313,13116,197,-174,-174,-3209,-1610,1652,-3209,1826,1644,416596,416596,-5174,-548,4853,-1644,0,494,-467,2210,0,2863,-5641,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
ENS.NZ,31/03/2017,31/03/2017,0.21643315476756375,0.19613081072976102,True,8260,3222,5038,4269,769,-20,-344,405,-252,657,0,0,7204,7204,657,657,21,41,-20,3222,100,657,0,0,546,0,0,5549,1437,4112,4112,4112,2287,702,4112,2287,0,0,7339,7339,975,-224,-256,598,0,2,0,0,0,0,975,113,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
ERD.NZ,31/03/2017,31/03/2017,0.806603835120498,0.19613081072976102,True,32764,0,32764,37785,-5021,-236.075,0,-5257,16.829,-5274,0,0,59778,59778,-5274,-5274,100.283,336.358,-236.075,0,12077,-5274,0,0,7156,0,0,73062,27506,45556,52585,45556,16893,-929.469,52585,16893,7029,6095,60246,60246,6628,-19874,6307,934.486,-94.969,236.075,-19874,0,0,6307,-13246,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
EVO.NZ,31/03/2017,31/03/2017,-0.43458998813145466,0.19613081072976102,False,151439,15859,135580,110802,24778,-1262,-1154,22362,6489,15873,0,0,379873,379873,15873,16823,104,1366,-1262,15859,2629,15873,-1338,-1338,27695,0,-388.2605,224722,56051,168671,188871,168671,-43450,-29832,188871,-43450,20200,16105,378928,378928,22331,-21818,-35042,4095,6329,0,-1872,655,198340,-224005,20459,-12,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
FPH.NZ,31/03/2017,31/03/2017,0.40915597495974443,0.19613081072976102,True,869506,303980,565526,355312,210214,-3106,31336,238444,69292,169152,0,0,566125,573397,169152,169152,415,3521,-3106,303980,0,169152,0,0,241965,0,0,878191,216566,661625,701575,661625,617150,203504,722666,617150,61041,0,567376,567376,193568,-62878,-87785,45575,74631,6895,-62975,777,0,0,130593,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
GEN.NZ,31/03/2017,31/03/2017,0.0,0.19613081072976102,False,0,0,0,223.98,-223.98,9.031,0,-214.949,0,-214.949,0,0,15801,15801,-214.949,-214.949,9.031,0,9.031,0,0,-214.949,0,0,-223.98,0,0,1247,22.844,1224,1224,1224,1224,527.078,1224,1224,0,0,19617,19617,-229.274,40.283,422.721,416.704,0,0,0,420.128,0,0,-229.274,4.393,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
GFL.NZ,31/03/2017,31/03/2017,0.5658512011767096,0.19613081072976102,True,11963,0,0,0,0,0,0,3815,-1318,5133,0,0,70435,70435,5133,5386,0,0,0,0,109,5133,-351,-351,0,0,-98.28,84176,59314,24862,78939,24862,24391,0,78939,24391,54077,43005,70435,70435,-4271,-425,7743,11072,0,3456,-425,0,8800,-1057,-4696,0,0,0,0,1593,0,7797,-351,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
GMT.NZ,31/03/2017,31/03/2017,0.1792040869474123,0.19613081072976102,False,165600,39100,126500,2600,123900,-18000,114600,220500,6700,213800,0,0,1280300,1280300,213800,213800,5700,23700,-18000,39100,0,213800,114700,0,244200,0,0,2460700,785800,1674900,2334700,1674900,1674900,30700,2379700,1674900,704800,703900,1280200,1280200,85500,111800,-197500,900,19500,21800,0,9200,300500,-409000,85500,0,0,0,85500,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
GXH.NZ,31/03/2017,31/03/2017,-0.2526839554405892,0.19613081072976102,False,487645,186664,300981,269535,31446,-1900,3438,32984,8631,19642,0,0,138133,138519,19642,19642,394,2294,-1900,186664,6808,19642,0,0,42086,0,0,245211,132981,112230,144326,107375,-17006,-9101,172912,-17006,65537,47342,139502,139502,29918,-23729,-7917,18195,7920,2294,-10350,187,9068,-10716,19568,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
IFT.NZ,31/03/2017,31/03/2017,0.11695305188981164,0.19613081072976102,False,1665571,395708,1269863,1020000,249863,-151324,43014,141553,22466,60365,0,0,568597,568597,60365,60365,15068,166393,-151324,395708,170320,60365,0,0,478265,0,0,6207032,3338630,2868402,3966575,1788402,1630411,64566,4353516,1630411,2565114,2319635,566829,566829,223744,-615708,-69315,245479,43562,157900,-115890,456.621,693790,-593790,107854,-7032,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
IKE.NZ,31/03/2017,31/03/2017,-0.025000050291418274,0.19613081072976102,False,5164,3102,2062,11959,-9897,63.0137,45.6621,-9788,8.2192,-9796,0,0,58539,58539,-9796,-9796,63.0137,0,63.0137,3102,1801,-9796,0,0,-8096,0,0,11200,1487,9713,9713,9713,6016,4748,9713,6016,0,0,64271,64271,-8238,-1115,7085,2493,0,14.6119,-1193,7085,0,0,-9431,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
IPL.NZ,31/03/2017,31/03/2017,0.12805226455388707,0.19613081072976102,False,37398,5037,32361,2002,30359,-13303,13720,30776,2260,28516,0,0,188619,188619,28516,28516,93,13396,-13303,5037,0,28516,0,0,44172,0,0,0,0,0,260241,0,0,0,260241,0,260241,255864,261772,261772,18198,-271864,258009,4377,2175,9067,-4,185000,261000,-160898,18194,-5368,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
KPG.NZ,31/03/2017,31/03/2017,0.013198614953767507,0.19613081072976102,False,244910,55599,189311,17930,171381,-43050,43329,171660,28663,142997,0,0,1293115,1293115,142997,142997,186,43236,-43050,55599,0,142997,0,0,214896,0,0,2999874,1193841,1806033,2836391,1806033,1806033,-30170,2836391,1806033,1030358,1020586,1304711,1304711,100914,-258956,161659,9772,24105,42823,-857,0,215585,0,100057,-429,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
MFT.NZ,31/03/2017,31/03/2017,0.11778096345477529,0.19613081072976102,False,2333088,1432556,900532,746537,153995,-7225,-2448,144322,42799,101523,0.001,0.001,100418,100548,101523,101523,503,7728,-7225,1432556,43492,101523,0,0,195542,0,0,1284765,639163,645602,928631,645602,380435,114055,929578,380435,288250,208664,100699,100699,131226,-61647,-85556,74365,36745,7729,-67299,11854,0,-57131,63927,0,0,4274,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
MOA.NZ,31/03/2017,31/03/2017,-0.2973129787808967,0.19613081072976102,False,10245,7192,3053,5370,-2317,7,-42,-2352,0,-2352,0,0,55057,55057,-2352,-2352,7,0,7,7192,0,-2352,0,0,-2317,0,0,9723,2093,7630,7630,7630,7101,4522,7630,7101,0,0,58006,58006,-2034,-645,3815,2700,9,0,-645,3815,0,0,-2679,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
MPG.NZ,31/03/2017,31/03/2017,-0.37639407270645353,0.19613081072976102,False,244318,69616,174702,141809,32893,-3966,0,28927,9560,19367,0,0,185066,188029,19367,19367,105,4071,-3966,69616,10945,19367,0,0,43943,0,0,293830,137335,156495,251231,156495,-7208,33673,251231,-7208,97224,94488,185066,185066,17552,-55532,31037,248,9035,4183,-10104,0,44736,0,7448,0,0,2488,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
NTL.NZ,31/03/2017,31/03/2017,2.0,0.19613081072976102,True,21.571,0,21.571,856.295,-856.295,16.288,138.642,-701.365,0,-701.365,0,0,1878345,1878345,-701.365,-701.365,16.288,0,16.288,0,2.549,-701.365,0,0,-853.746,0,0,13694,134.013,13560,13560,13560,13548,5674,13560,13548,0,0,2076996,2076996,-822.774,-285.655,6423,5754,0,0,-579.296,6373,0,0,-1402,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
PEB.NZ,31/03/2017,31/03/2017,-0.34197945707317845,0.19613081072976102,False,8062,0,8062,30515,-22453,248.601,1224,-20980,0,-20980,0,0,410174,410174,-20980,-20980,248.601,0,248.601,0,541.935,-20980,0,0,-21911,0,0,23563,2734,20829,20829,20829,20500,19663,20829,20500,0,0,428194,428194,-17837,11521,8659,6564,0,0,-478.983,8750,0,0,-18316,-90.768,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
PLX.NZ,31/03/2017,31/03/2017,-0.2760000228881836,0.19613081072976102,False,7044,0,7044,13686,-6642,-64,337,-6369,122,-6491,0,0,89975,89975,-6491,-6491,16,80,-64,0,1934,-6491,0,0,-4355,0,0,8200,4408,3792,3792,3792,-1602,-1891,5211,-1602,1419,804,92651,92651,-4670,-2471,5110,615,165,0,-2471,3671,1600,0,-7141,-161,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
PPH.NZ,31/03/2017,31/03/2017,1.3244680301292604,0.19613081072976102,True,48641,0,48641,84813,-36172,98.8397,250.6804,-35823,426.8729,-36250,0,0,240218,240218,-36250,-36240,98.8397,0,98.8397,0,3727,-36250,-14.3246,-14.3246,-32431,0,-4.0109,43120,16182,26937,26937,26937,16549,11205,26937,16549,0,0,250550,250550,-26635,-7989,42272,19204,144.6784,0,-8472,42272,0,0,-35107,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
PYS.NZ,31/03/2017,31/03/2017,-0.5,0.19613081072976102,False,5327,3461,1866,4319,-2453,-604.48,-941.309,-3999,0,-3999,-0.002,-0.002,1969,1969,-3999,-3076,0.532,605.012,-604.48,3461,303.662,-3999,-923.636,-923.636,-2167,0,0,1748,4912,-3164,-3164,-3164,-3164,-3164,255.406,-3164,3420,3362,3407,3407,-1352,-253.55,1402,57.196,6.534,361.82,-253.55,0,2150,-748.123,-1605,0,0,0.925,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
RAK.NZ,31/03/2017,31/03/2017,-0.025000050291418274,0.19613081072976102,False,94738,61063,33675,41888,-8213,-1432,-3846,-13491,67,-13558,0,0,195281,195281,-13558,-8573,3,1435,-1432,61063,0,-13558,-6924,-6924,-5132,0,-1939,104196,29639,74557,74557,74557,65090,31411,82286,65090,7790,4424,229055,229055,9503,-8364,-346,76,186,1449,-3743,7195,6911,-14411,5760,-41,0,61,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
RYM.NZ,31/03/2017,31/03/2017,0.3465698666530672,0.19613081072976102,True,288379,0,288379,240375,48004,-10204,325189,362989,6295,356694,0,0,500000,500000,356694,356694,456,10660,-10204,0,14934,356694,0,0,388583,0,0,4944819,3292728,1652091,4626885,1652091,1643762,43286,4626885,1643762,2974794,2974794,500000,500000,322799,-525752,203914,0,0,10930,-192364,0,293554,0,130435,-4640,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
SKO.NZ,31/03/2017,31/03/2017,6.241379189859811,0.19613081072976102,True,14277,0,14277,18763,-4486,62,1118,-3306,144,-3450,0,0,73074,73074,-3450,-3450,116,54,62,0,858,-3450,0,0,-2394,0,0,10219,3943,6276,6276,6276,4673,4232,6629,4673,653,0,74894,74894,-1595,-1038,0,4451,469,16,-1038,0,0,0,-2633,0,0,300,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
SNC.NZ,31/03/2017,31/03/2017,-0.9000000037252902,0.19613081072976102,False,501.14,849.268,-348.128,203.97,-203.97,-4.838,85.25,-123.558,0,-815.211,0,0,46904,46904,-815.211,-123.558,0,4.838,-4.838,849.268,1.829,-123.558,0,0,-118.72,0,0,288.884,1056,-767.098,-767.098,-767.098,-767.098,-767.098,-222.199,-767.098,544.899,425.466,51489,51489,-1188,0.005,1322,119.433,0.084,7.586,0,854.641,467.5,0,-1188,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
SPG.NZ,31/03/2017,31/03/2017,0.03252161484675686,0.19613081072976102,False,64564,6634,57930,12002,45928,-16830,32976,62074,7871,53334,0,0,364443,365051,53334,54203,327,17157,-16830,6634,0,54203,0,0,79231,0,0,994660,386802,607858,954879,607858,607784,25850,954879,607784,347021,341060,364856,364856,34929,28749,-62803,5961,8656,18939,-408,0,46152,-71450,34521,-3,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
SPY.NZ,31/03/2017,31/03/2017,0.11627902624863751,0.19613081072976102,False,20881,441,20440,17648,2792,-1559,712,1945,-258,2203,0,0,171752,171752,2203,2477,43,1602,-1559,441,5937,2203,-380,-380,9864,0,-106.4,44630,31021,13609,37543,13609,-9076,-265,40527,-9076,26918,24022,171752,171752,6380,-6463,-435,2896,0,1521,-6917,0,2580,-3015,-537,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
TLL.NZ,31/03/2017,31/03/2017,-0.5454038726118118,0.19613081072976102,False,13.661,5.635,8.026,266.887,-258.861,50.995,20.409,-187.457,34.792,-222.249,0,0,452.647,452.647,-222.249,-222.249,51.537,0.542,50.995,5.635,0,-222.249,0,0,-186.915,0,0,655.638,166.958,488.68,488.68,488.68,488.68,377.169,528.001,488.68,39.321,0,452.647,452.647,-281.13,53.812,39.321,183.63,1.401,0.542,0,0,39.321,0,-281.13,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
TLT.NZ,31/03/2017,31/03/2017,-0.143724581460138,0.19613081072976102,False,191050,0,191050,135768,55283,-34919,8011,28375,10448,17927,0,0,342480,342480,17927,17927,297.8537,35217,-34919,0,81029,17927,0,0,144621,0,0,1415994,847194,568800,1155391,568800,568177,-13791,1193812,568177,625012,595437,342480,342480,133769,-18664,-91682,29575,7016,0,-18363,0,484535,-518739,115406,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
TPW.NZ,31/03/2017,31/03/2017,0.20905759449637573,0.19613081072976102,True,914284,69899,844385,683495,160890,-40622,10663,130931,36942,93989,0,0,312973,312973,93989,95433,3923,44545,-40622,69899,47534,93989,-2012,-2012,225022,0,-567.683,2504940,1086546,1418394,1911752,1374718,1318239,-85062,2050884,1318239,676166,667983,312973,312973,180882,54496,-235129,8183,29451,0,-26377,0,325148,-403514,154505,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
TRA.NZ,31/03/2017,31/03/2017,-0.13300402010499357,0.19613081072976102,False,158246,0,158246,64831,93415,20128,-82421,24631,7057,17574,0,0,68918,70016,17574,19020,31478,11350,20128,0,2863,17574,-2026,-2026,40870,0,-580.467,556633,384917,171716,385744,171716,-372,266641,437605,-372,265889,196820,74524,74524,-13559,-71407,106851,69069,5044,8237,-8401,13374,102072,0,-21960,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
TRS.NZ,31/03/2017,31/03/2017,1.0,0.19613081072976102,True,0,0,0,516,-516,-17,180,-353,0,-353,0,0,1182759,1182759,-353,-353,3,20,-17,0,0,-353,0,0,-333,0,0,83,423,-340,-340,-340,-340,-340,-68,-340,272,271,1212710,1212710,-216,0,193,1,0,0,0,0,273,-80,-216,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
TRU.NZ,31/03/2017,31/03/2017,-0.16666666666666663,0.19613081072976102,False,585.388,472.802,112.586,4357,-4245,-19.879,724.102,-3541,0,-3541,0,0,168600,168600,-3541,-3541,17.598,37.477,-19.879,472.802,528.134,-3541,0,0,-2975,0,0,15041,717.192,14324,14324,14324,4586,4578,14324,4586,0,0,190329,190329,-2576,-147.543,4090,3672,-1127,37.477,-147.543,4090,0,0,-2723,0,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
ZEL.NZ,31/03/2017,31/03/2017,0.03479855505478713,0.19613081072976102,False,3871000,2010000,1861000,1462000,399000,-57000,10000,342000,99000,243000,0,0,400000,400000,243000,247263,21000,78000,-57000,2010000,78000,243000,-6000,-6000,504000,0,-1737,2473000,1771000,702000,1693000,702000,9000,221000,1744000,9000,1042000,1033000,400000,400000,255000,-812000,490000,9000,50000,71000,-75000,0,761000,-147000,180000,-3000,0,0,0,0,0,0,0,0,0,0.13460303845717347,0.153836187194754,-0.1062138909553364
AFC.NZ,31/03/2018,29/03/2018,-0.5,0.14162630852869107,False,6507,5146,1361,2076,-715.321,-12.558,255.057,-472.822,0,-412.406,0,0,3664253,3664253,-412.406,-319.99,1.431,13.989,-12.558,5146,196.868,-412.406,-92.416,-92.416,-169.549,0,0,5501,787.47,4714,3560,3560,3558,2799,3560,3558,0,0,3664216,3664216,-162.659,-43.255,80.299,665.779,0,13.989,-43.255,200,0,0,-205.914,0,0,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
AFT.NZ,31/03/2018,29/03/2018,-0.18000001907348628,0.14162630852869107,False,75035,43096,31939,42336,-10397,-2374,873.5675,-11897,54.4806,-12339,0,0,97249,97249,-11952,-11952,117.415,2491,-2374,43096,0,-11952,0,0,-9406,0,0,53168,46272,6896,35690,-1674,2089,27902,27120,-6481,28794,22435,97308,97308,-10242,-5500,7139,6359,139.9587,1749,-2680,1000,6702,0,-12922,-176.5921,8570,0,0,0,0,0,0,0,0,0.12036103431957601,0.16676767289035177,0.4213522450002183
